Placement,Name,Country,Points,Wins,Losses,Ties,Record,OPW_Percent,OOPW_Percent,Deck
1688,Ethan Lee,CA,6,2,3,0,2 - 3 - 0 drop,46.0,49.79,dragapultdusknoir
1689,Henry Wu,CA,6,2,3,0,2 - 3 - 0 drop,46.0,48.6,gholdengolunatone
1690,Stefan-Leonard Michiu,CA,6,2,3,0,2 - 3 - 0 drop,46.0,47.95,charizardnoctowl
1691,Shawn Nota,CA,6,2,3,0,2 - 3 - 0 drop,46.0,47.82,venusaur-mega
1692,Alexander David-Rodriguez,US,6,2,4,0,2 - 4 - 0 drop,45.83,49.62,charizardnoctowl
1693,Maxime Brisson,CA,6,2,4,0,2 - 4 - 0 drop,45.83,46.78,gholdengolunatone
1694,Kalle Wanagat,US,6,1,4,3,1 - 4 - 3,45.83,46.17,gardevoirjellicent
1695,Wassim Yassine,CA,6,2,4,0,2 - 4 - 0 drop,45.83,44.58,conkeldurr
1696,Alexis De melo,CA,6,2,6,0,2 - 6 - 0,45.83,43.79,charizardpidgeot
1697,Nicholas Dryburgh,CA,6,2,4,0,2 - 4 - 0 drop,45.56,50.53,gardevoirjellicent
1698,Hasan Kunukcu,US,6,2,6,0,2 - 6 - 0,45.2,46.16,pidgeot
1699,Julien May,CA,6,2,3,0,2 - 3 - 0 drop,45.0,50.42,venusaur-mega
1700,Sean Alexis Balayon,US,6,2,3,0,2 - 3 - 0 drop,45.0,48.2,charizardnoctowl
1701,Aidan Culligan,CA,6,1,1,3,1 - 1 - 3 drop,45.0,45.16,charizardnoctowl
1702,Graham Klein,CA,6,2,5,0,2 - 5 - 0 drop,44.9,46.81,charizardnoctowl
1703,Mohammed Shamsulddin,CA,6,1,1,3,1 - 1 - 3 drop,44.5,48.55,gholdengolunatone
1704,Maxwell Douglass,US,6,2,4,0,2 - 4 - 0 drop,44.44,49.43,gholdengolunatone
1705,Chris Sweeney,CA,6,2,4,0,2 - 4 - 0 drop,44.44,48.06,flareonnoctowl
1706,Noah Roh,US,6,2,4,0,2 - 4 - 0 drop,44.44,48.04,gardevoir
1707,Austin Robar,US,6,2,4,0,2 - 4 - 0 drop,44.44,45.69,dragapultdusknoir
1708,Louis Cyr,CA,6,2,5,0,2 - 5 - 0 drop,44.39,47.77,flareonnoctowl
1709,Mason Liu,US,6,2,4,0,2 - 4 - 0 drop,44.17,47.92,lucario-megahariyama
1710,Nhan Le,US,6,1,1,3,1 - 1 - 3 drop,44.0,52.69,slowking
1711,Josh Romley,US,6,2,3,0,2 - 3 - 0 drop,44.0,50.9,gholdengolunatone
1712,Michael Rems,US,6,1,4,3,1 - 4 - 3,43.75,47.17,grimmsnarlfroslass
1713,Catherine Lynch,US,6,2,6,0,2 - 6 - 0,43.23,44.43,ceruledge
1714,Diego Contes Negron,US,6,2,4,0,2 - 4 - 0 drop,43.06,50.09,gholdengojoltik
1715,Nathan Barker,US,6,2,4,0,2 - 4 - 0 drop,43.06,49.21,gholdengolunatone
1716,Alex Chubaty,CA,6,1,2,3,1 - 2 - 3 drop,43.06,41.34,charizardnoctowl
1717,Chad Buisman,CA,6,2,3,0,2 - 3 - 0 drop,43.0,45.4,slaking
1718,Andrew De Marzo,CA,6,2,3,0,2 - 3 - 0 drop,43.0,43.88,absol-megakangaskhan-mega
1719,Rex Loizos,CA,6,1,4,3,1 - 4 - 3,42.33,44.04,charizardpidgeot
1720,Alexander Chan,CA,6,2,6,0,2 - 6 - 0,42.17,42.66,gardevoirjellicent
1721,Jake Harpster,US,6,2,3,0,2 - 3 - 0 drop,42.0,48.78,charizardpidgeot
1722,Paul Menyo,US,6,2,3,0,2 - 3 - 0 drop,42.0,45.23,joltikpikachu
1723,Elliot Sayles,US,6,2,4,0,2 - 4 - 0 drop,41.94,53.69,greninja
1724,Bradley Shea,US,6,2,4,0,2 - 4 - 0 drop,41.94,47.64,gardevoirjellicent
1725,Alejandro Delagarza,US,6,1,4,3,1 - 4 - 3,41.85,45.06,gholdengolunatone
1726,Greg Ordun,US,6,2,4,0,2 - 4 - 0 drop,41.67,46.02,raging-boltogerpon
1727,marc-alexandre chenail,CA,6,2,4,0,2 - 4 - 0 drop,41.67,44.58,gholdengolunatone
1728,James Dear,CA,6,1,4,3,1 - 4 - 3,41.41,43.18,dragapultdusknoir
1729,Mathieu Gagnon,CA,6,2,4,0,2 - 4 - 0 drop,41.39,51.8,dragapultdusknoir
1730,Cody Sartori,US,6,2,6,0,2 - 6 - 0,41.15,42.34,substitute
1731,Mose Galdames-Henry,US,6,2,3,0,2 - 3 - 0 drop,41.0,51.4,lopunny-megadusknoir
1732,Sebastian Nowak,CA,6,1,1,3,1 - 1 - 3 drop,40.5,49.8,gardevoir
1733,Juan Loza,US,6,1,3,3,1 - 3 - 3 drop,40.31,48.62,dragapultdusknoir
1734,Christiano Carreira,CA,6,1,4,3,1 - 4 - 3,40.16,46.61,kangaskhan-megabouffalant
1735,JASON LIN,CA,6,1,2,3,1 - 2 - 3 drop,40.0,49.84,gholdengolunatone
1736,Brandon Jeannette,US,6,2,6,0,2 - 6 - 0,40.0,48.52,gholdengolunatone
1737,Justin Cebuano,CA,6,2,3,0,2 - 3 - 0 drop,40.0,46.6,joltikpikachu
1738,Dylan Cassidy,US,6,2,3,0,2 - 3 - 0 drop,40.0,46.0,gardevoirjellicent
1739,Allen Amatsuji-Berry,CA,6,2,6,0,2 - 6 - 0,39.84,46.53,charizardpidgeot
1740,Felix Trinh,CA,6,2,6,0,2 - 6 - 0,39.84,45.98,raging-boltogerpon
1741,Dakota Hill,CA,6,2,6,0,2 - 6 - 0,39.84,44.25,charizardnoctowl
1742,Matan m pilo,CA,6,2,6,0,2 - 6 - 0,39.64,44.31,dragapultcharizard
1743,Vincent Barone,US,6,2,3,0,2 - 3 - 0 drop,39.5,52.35,joltikpikachu
1744,Alexandra Scandrett,CA,6,2,6,0,2 - 6 - 0,38.95,45.71,dragapultdusknoir
1745,Jacob Desrochers,CA,6,2,4,0,2 - 4 - 0 drop,38.61,46.56,charizardnoctowl
1746,Matt Brett,CA,6,2,3,0,2 - 3 - 0 drop,38.0,51.0,charizardnoctowl
1747,Brian Alves,CA,6,2,3,0,2 - 3 - 0 drop,38.0,49.2,gholdengolunatone
1748,David Ashby,CA,6,2,4,0,2 - 4 - 0 drop,37.5,47.59,gholdengolunatone
1749,Casey Eklove,CA,6,2,4,0,2 - 4 - 0 drop,36.11,43.38,slowking
1750,Nikko Jim,CA,6,2,6,0,2 - 6 - 0,35.71,40.74,abomasnow-mega
1751,Nicholas Williams,US,6,1,4,3,1 - 4 - 3,35.42,41.68,dragapultdusknoir
1752,Alex Martinez,US,6,2,4,0,2 - 4 - 0 drop,34.72,45.28,dragapultdusknoir
1753,Landon Williams,CA,6,2,5,0,2 - 5 - 0 drop,34.69,44.19,alakazamdudunsparce
1754,Zach Thorslund,US,5,1,2,2,1 - 2 - 2 drop,65.0,43.6,dragapultdusknoir
1755,Evan Pavelski,US,5,1,2,2,1 - 2 - 2 drop,60.0,49.0,gardevoir
1756,Ryan Klimek,US,5,1,2,2,1 - 2 - 2 drop,58.0,49.5,dragapultdusknoir
1757,Jason Adams,US,5,1,2,2,1 - 2 - 2 drop,58.0,49.0,alakazamdudunsparce
1758,Philip Hernandez,US,5,1,2,2,1 - 2 - 2 drop,58.0,47.6,lopunny-megadusknoir
1759,Wyatt Mehr,US,5,1,2,2,1 - 2 - 2 drop,56.0,47.8,dragapultdusknoir
1760,Joany Brunet Turgeon,CA,5,1,3,2,1 - 3 - 2 drop,55.56,51.39,raging-boltogerpon
1761,Daniel Bellefontaine,CA,5,1,3,2,1 - 3 - 2 drop,55.56,50.27,gardevoir
1762,Nathan Wong,CA,5,1,3,2,1 - 3 - 2 drop,55.56,46.16,gardevoir
1763,Olivier Sauriol,CA,5,1,3,2,1 - 3 - 2 drop,55.56,43.24,absol-megakangaskhan-mega
1764,Jerome Pelletier,CA,5,1,2,2,1 - 2 - 2 drop,54.0,54.2,absol-megakangaskhan-mega
1765,Jeremy Klug,US,5,1,2,2,1 - 2 - 2 drop,54.0,52.0,absol-megakangaskhan-mega
1766,Winston Xing,CA,5,1,3,2,1 - 3 - 2 drop,53.61,47.88,dragapultdusknoir
1767,Hubert Zhang,US,5,1,2,2,1 - 2 - 2 drop,53.0,49.4,dragapultdusknoir
1768,Dylan Gunn,US,5,1,3,2,1 - 3 - 2 drop,51.39,48.24,gardevoirjellicent
1769,Guilly Mendoza,US,5,1,3,2,1 - 3 - 2 drop,50.83,45.69,kangaskhan-megabouffalant
1770,Lucas Alcaino,CA,5,1,2,2,1 - 2 - 2 drop,50.0,51.2,archaludon
1771,Josh Chymy,CA,5,1,3,2,1 - 3 - 2 drop,49.72,49.14,raging-boltogerpon
1772,Jacob Saur,CA,5,1,2,2,1 - 2 - 2 drop,49.0,54.6,dragapultdusknoir
1773,Gary Pleyte,US,5,1,2,2,1 - 2 - 2 drop,49.0,44.95,kangaskhan-megabouffalant
1774,Lukas Medeiros,CA,5,1,3,2,1 - 3 - 2 drop,48.61,49.43,gardevoirjellicent
1775,Luke Hieronymus,US,5,1,2,2,1 - 2 - 2 drop,48.0,49.2,dragapultdusknoir
1776,Owen Conway,US,5,1,2,2,1 - 2 - 2 drop,48.0,49.0,gholdengolunatone
1777,Kira Ashley Vess,US,5,1,4,2,1 - 4 - 2 drop,47.96,45.59,charizardpidgeot
1778,Rocco Samuel,CA,5,1,3,2,1 - 3 - 2 drop,47.92,49.68,ceruledge
1779,Jonathan Bruzzese,CA,5,0,1,5,0 - 1 - 5 drop,47.22,44.44,gardevoirjellicent
1780,Steven Varesko,US,5,1,2,2,1 - 2 - 2 drop,47.0,46.98,gardevoirjellicent
1781,Ashraf Chahid,US,5,1,3,2,1 - 3 - 2 drop,46.94,46.69,alakazamdudunsparce
1782,Josh Carrier,CA,5,1,2,2,1 - 2 - 2 drop,46.0,48.53,grimmsnarlfroslass
1783,Dallas Jones,US,5,1,3,2,1 - 3 - 2 drop,45.83,48.51,alakazamdudunsparce
1784,Brendan Acre,US,5,1,5,2,1 - 5 - 2,45.42,45.45,dragapultdusknoir
1785,Peter Le,US,5,1,5,2,1 - 5 - 2,45.31,46.27,slowking
1786,Patrick Carey,CA,5,1,3,2,1 - 3 - 2 drop,45.0,50.12,zoroark
1787,Alvin Lachhman,US,5,1,3,2,1 - 3 - 2 drop,44.44,46.3,gholdengolunatone
1788,Brennon Oster,CA,5,1,3,2,1 - 3 - 2 drop,43.89,47.64,dragapultdusknoir
1789,Matthew Fox,US,5,1,2,2,1 - 2 - 2 drop,43.75,51.78,zoroark
1790,Brad Devine,CA,5,1,3,2,1 - 3 - 2 drop,43.06,47.31,sharpedo-megatoxtricity
1791,Marko Radovanovic,CA,5,1,2,2,1 - 2 - 2 drop,43.0,47.35,grimmsnarl
1792,Matt Chusroskie,CA,5,1,2,2,1 - 2 - 2 drop,43.0,47.2,alakazamdudunsparce
1793,Michael Young,CA,5,1,5,2,1 - 5 - 2,42.45,48.65,gholdengolunatone
1794,Nicholas Tough,CA,5,1,2,2,1 - 2 - 2 drop,42.0,48.85,hydrappleogerpon
1795,Zolan Mathon,CA,5,1,5,2,1 - 5 - 2,40.47,42.74,raging-boltogerpon
1796,Gabriel Gagne,CA,5,1,5,2,1 - 5 - 2,39.84,44.51,kangaskhan-megabouffalant
1797,Dean Peppe,US,5,1,5,2,1 - 5 - 2,39.4,46.79,zoroark
1798,Spencer Lelievre,CA,5,1,5,2,1 - 5 - 2,39.38,44.97,kangaskhan-megabouffalant
1799,David Cline,US,5,1,5,2,1 - 5 - 2,36.2,40.41,lopunny-megadusknoir
1800,Michael Spenle,US,5,1,5,2,1 - 5 - 2,35.97,41.23,charizardpidgeot
1801,Rebecca Mair,CA,5,1,5,2,1 - 5 - 2,34.11,40.62,flareon
1802,Brandon Brintnell,CA,5,1,3,2,1 - 3 - 2 drop,33.33,46.21,gholdengolunatone
1803,Albert Yeung,US,4,1,2,1,1 - 2 - 1 drop,62.5,47.66,gardevoir
1804,Justin Hristovski,CA,4,1,4,1,1 - 4 - 1 drop,62.5,46.76,gardevoir
1805,Wyatt Lightfoot,CA,4,1,3,1,1 - 3 - 1 drop,60.0,48.6,flareonnoctowl
1806,Logan Coles,US,4,1,3,1,1 - 3 - 1 drop,58.0,47.2,absol-megakangaskhan-mega
1807,Étienne Dupuis,CA,4,1,3,1,1 - 3 - 1 drop,57.0,52.5,gholdengolunatone
1808,Aimee Crouse,US,4,1,3,1,1 - 3 - 1 drop,57.0,48.38,alakazamdudunsparce
1809,Chris Torres,US,4,1,4,1,1 - 4 - 1 drop,56.94,48.4,gholdengolunatone
1810,Ami Bisard,US,4,1,4,1,1 - 4 - 1 drop,56.94,44.71,iron-thorns
1811,Jinquan Li,CA,4,1,3,1,1 - 3 - 1 drop,56.0,52.2,charizardnoctowl
1812,Patrick Zhu,CA,4,1,3,1,1 - 3 - 1 drop,56.0,46.8,noctowlogerpon-wellspring
1813,Flynn Bellows-Cross,CA,4,1,3,1,1 - 3 - 1 drop,56.0,46.6,sharpedo-megatoxtricity
1814,Scott Devoe,US,4,1,3,1,1 - 3 - 1 drop,56.0,46.0,venusaur-mega
1815,Nataniel Plouffe,CA,4,1,3,1,1 - 3 - 1 drop,55.0,50.2,grimmsnarlfroslass
1816,Tong Li,CA,4,1,3,1,1 - 3 - 1 drop,55.0,49.6,dragapultdusknoir
1817,Jaylen Kyle,US,4,1,3,1,1 - 3 - 1 drop,55.0,48.8,venusaur-mega
1818,Yun Shin,CA,4,1,3,1,1 - 3 - 1 drop,55.0,46.2,absol-megakangaskhan-mega
1819,Frank Paine,US,4,1,4,1,1 - 4 - 1 drop,54.17,41.16,gholdengo
1820,Taylor Ventrice,US,4,1,3,1,1 - 3 - 1 drop,54.0,45.6,flareonnoctowl
1821,Simon Scott,CA,4,1,4,1,1 - 4 - 1 drop,52.78,45.42,gardevoir
1822,BRYCE SIDERIUS,CA,4,1,4,1,1 - 4 - 1 drop,52.78,43.56,gholdengolunatone
1823,Robert Metcalfe,US,4,1,3,1,1 - 3 - 1 drop,52.0,49.8,garchomp
1824,Ryan Gniewek,US,4,1,3,1,1 - 3 - 1 drop,52.0,44.4,gardevoirjellicent
1825,Lenny Trinh,CA,4,1,4,1,1 - 4 - 1 drop,51.39,43.43,zoroark
1826,Preston Robertson,US,4,1,3,1,1 - 3 - 1 drop,50.0,54.0,gardevoir
1827,Ken Gov,CA,4,1,2,1,1 - 2 - 1 drop,50.0,53.91,gardevoir
1828,Jack Kolbert,US,4,1,3,1,1 - 3 - 1 drop,50.0,48.0,gardevoir
1829,Victoria Edwards,US,4,1,3,1,1 - 3 - 1 drop,50.0,47.2,flareonnoctowl
1830,Dario Marchetta,CA,4,1,3,1,1 - 3 - 1 drop,50.0,47.2,charizardnoctowl
1831,Kevin Yu,US,4,1,3,1,1 - 3 - 1 drop,50.0,46.02,gholdengolunatone
1832,Carter Mcdonald,US,4,1,4,1,1 - 4 - 1 drop,50.0,45.74,dragapultcharizard
1833,Jadon Clark,US,4,1,3,1,1 - 3 - 1 drop,50.0,45.6,gholdengolunatone
1834,Anneke Huisman,CA,4,1,3,1,1 - 3 - 1 drop,50.0,45.4,flareonnoctowl
1835,Mason Carraro,CA,4,1,3,1,1 - 3 - 1 drop,50.0,44.53,gardevoirjellicent
1836,Peter David,CA,4,1,4,1,1 - 4 - 1 drop,50.0,44.29,gardevoir
1837,Christopher Barraco-heil,CA,4,1,3,1,1 - 3 - 1 drop,50.0,42.13,kangaskhan-megabouffalant
1838,Michael Rozsa,CA,4,1,3,1,1 - 3 - 1 drop,49.0,49.0,gholdengolunatone
1839,Matthew Kariatsumari,CA,4,1,3,1,1 - 3 - 1 drop,49.0,48.5,gardevoir
1840,marc aloe,CA,4,1,3,1,1 - 3 - 1 drop,49.0,47.25,alakazamdudunsparce
1841,Junseok Park,US,4,1,3,1,1 - 3 - 1 drop,49.0,47.2,gholdengolunatone
1842,Alan Phan,US,4,1,3,1,1 - 3 - 1 drop,49.0,46.1,dragapultdusknoir
1843,Nathaniel Ross,US,4,1,3,1,1 - 3 - 1 drop,49.0,43.93,gholdengolunatone
1844,Cherry Maitland,US,4,1,4,1,1 - 4 - 1 drop,48.61,49.1,gardevoir
1845,DJ Parkinson,US,4,1,4,1,1 - 4 - 1 drop,48.61,48.03,gardevoirjellicent
1846,Ludovic Fortin,CA,4,1,4,1,1 - 4 - 1 drop,48.61,44.29,charizardnoctowl
1847,Nathaniel Wood,CA,4,1,4,1,1 - 4 - 1 drop,48.61,43.94,gholdengolunatone
1848,Kyle Vanderelzen,US,4,1,4,1,1 - 4 - 1 drop,48.61,43.75,charizardpidgeot
1849,Aaron Smith,US,4,1,3,1,1 - 3 - 1 drop,48.0,42.4,charizardpidgeot
1850,Sam Restoule,CA,4,1,6,1,1 - 6 - 1,47.66,45.9,absol-megakangaskhan-mega
1851,Abraham Estrada,US,4,1,4,1,1 - 4 - 1 drop,47.22,45.23,dragapultdusknoir
1852,Michael Cancer,US,4,1,3,1,1 - 3 - 1 drop,47.0,50.4,absol-megakangaskhan-mega
1853,Jaret Dawson,US,4,1,3,1,1 - 3 - 1 drop,47.0,47.0,charizardnoctowl
1854,Vincent McClintock,US,4,1,3,1,1 - 3 - 1 drop,47.0,46.33,charizardnoctowl
1855,Philip Seong,CA,4,1,3,1,1 - 3 - 1 drop,47.0,45.6,gardevoir
1856,Wyatt Triplett,US,4,1,3,1,1 - 3 - 1 drop,47.0,45.0,gholdengolunatone
1857,Alisabeth Taramona,US,4,1,2,1,1 - 2 - 1 drop,46.88,47.66,gholdengolunatone
1858,Daniel Thai,CA,4,1,4,1,1 - 4 - 1 drop,46.39,47.4,kangaskhan-megabouffalant
1859,Ali Coulibaly,CA,4,1,3,1,1 - 3 - 1 drop,46.0,46.8,flareonnoctowl
1860,NAHUEL ALCAINO,CA,4,1,3,1,1 - 3 - 1 drop,46.0,44.67,alakazamdudunsparce
1861,Dat Tieu,US,4,1,3,1,1 - 3 - 1 drop,46.0,43.0,gholdengolunatone
1862,Daniel Salvador,CA,4,1,4,1,1 - 4 - 1 drop,45.83,42.45,seakingthwackey
1863,Jorge Cubias,US,4,1,3,1,1 - 3 - 1 drop,45.0,51.5,dragapult
1864,Seth Wagner,US,4,1,3,1,1 - 3 - 1 drop,45.0,49.31,dragapultdusknoir
1865,Tyler Vanderwees,CA,4,1,3,1,1 - 3 - 1 drop,45.0,48.6,gholdengolunatone
1866,Alex Vongsouneth-Vo,CA,4,1,3,1,1 - 3 - 1 drop,45.0,48.4,zoroark
1867,Joe Ferrari,CA,4,1,3,1,1 - 3 - 1 drop,45.0,47.54,roaring-moon
1868,Rylan Fisher,CA,4,1,3,1,1 - 3 - 1 drop,45.0,47.2,substitute
1869,Itza Romo,US,4,1,3,1,1 - 3 - 1 drop,45.0,44.67,charizardnoctowl
1870,Mikey Sanagustin,US,4,1,4,1,1 - 4 - 1 drop,45.0,43.58,gardevoirjellicent
1871,Dominik Lis,US,4,1,6,1,1 - 6 - 1,44.53,43.75,dragapultdusknoir
1872,Patrick Mileski,US,4,1,3,1,1 - 3 - 1 drop,44.5,43.63,hydrappleogerpon
1873,Malcom Lussier,CA,4,1,4,1,1 - 4 - 1 drop,44.44,48.11,ceruledge
1874,TAO SONG,CA,4,1,4,1,1 - 4 - 1 drop,44.44,46.41,charizardpidgeot
1875,Madison Wuertz,CA,4,1,4,1,1 - 4 - 1 drop,44.44,45.0,dragapultdusknoir
1876,Anastazja Clappison,CA,4,1,4,1,1 - 4 - 1 drop,44.44,44.4,dragapultcharizard
1877,eric villeneuve,CA,4,1,6,1,1 - 6 - 1,44.27,44.92,zoroark
1878,William Timineri,CA,4,1,3,1,1 - 3 - 1 drop,44.0,49.85,alakazamdudunsparce
1879,Charlotte Greene,US,4,1,4,1,1 - 4 - 1 drop,43.89,48.43,ceruledge
1880,Austin Crider,US,4,1,5,1,1 - 5 - 1 drop,43.88,48.38,zoroark
1881,Hunter Mcilmurray,CA,4,1,2,1,1 - 2 - 1 drop,43.75,55.47,typhlosion
1882,Peter Mairs,CA,4,1,2,1,1 - 2 - 1 drop,43.75,53.65,gholdengolunatone
1883,Aiden Melo,CA,4,1,4,1,1 - 4 - 1 drop,43.06,49.61,lucario-megahariyama
1884,Cassandra Varenhorst,US,4,1,4,1,1 - 4 - 1 drop,43.06,43.98,lopunny-megadusknoir
1885,Kyun Woo Hong,US,4,0,1,4,0 - 1 - 4 drop,43.0,46.85,charizardnoctowl
1886,Devin Hupp,US,4,1,3,1,1 - 3 - 1 drop,43.0,46.55,gholdengolunatone
1887,Andrew Russell,US,4,1,3,1,1 - 3 - 1 drop,43.0,44.0,dragapultdusknoir
1888,Eric Donovan,US,4,1,6,1,1 - 6 - 1,42.81,46.58,dragapultdusknoir
1889,Scott Williams,CA,4,1,3,1,1 - 3 - 1 drop,42.0,48.0,gardevoir
1890,Daniel Humphrey,US,4,1,6,1,1 - 6 - 1,41.96,42.59,dragapultcharizard
1891,Ethan Callaway,US,4,1,1,1,1 - 1 - 1 drop,41.67,57.41,lopunny-megadusknoir
1892,MATTEO BATTISTA,CA,4,1,4,1,1 - 4 - 1 drop,41.67,49.27,gholdengolunatone
1893,Xander Pero,US,4,1,3,1,1 - 3 - 1 drop,41.0,48.4,zoroark
1894,Ezequiel Moreno,US,4,1,3,1,1 - 3 - 1 drop,41.0,42.8,gholdengolunatone
1895,Matt Hartigan,US,4,1,5,1,1 - 5 - 1 drop,40.85,45.64,ceruledge
1896,Devan Gregory,CA,4,1,6,1,1 - 6 - 1,40.71,45.74,charizardnoctowl
1897,Mai-Thy Le,CA,4,1,6,1,1 - 6 - 1,40.52,43.87,gholdengolunatone
1898,Juliana Brisco,US,4,1,5,1,1 - 5 - 1 drop,40.31,41.78,charizardnoctowl
1899,thomas le,CA,4,1,4,1,1 - 4 - 1 drop,40.28,45.93,gardevoir
1900,Tianen Li,US,4,1,3,1,1 - 3 - 1 drop,40.0,50.0,dragapultdusknoir
1901,Henry Charnock,US,4,1,3,1,1 - 3 - 1 drop,40.0,49.2,dragapultdusknoir
1902,Daniel Fappiano,US,4,1,4,1,1 - 4 - 1 drop,40.0,47.31,gholdengolunatone
1903,John Hoyle,CA,4,1,4,1,1 - 4 - 1 drop,40.0,45.97,dragapultdusknoir
1904,Aaron Wong,CA,4,1,6,1,1 - 6 - 1,39.69,40.95,charizardpidgeot
1905,Eric Edds,US,4,1,5,1,1 - 5 - 1 drop,39.09,41.78,noctowlogerpon-wellspring
1906,Florence Cao,CA,4,1,6,1,1 - 6 - 1,38.91,46.64,gardevoirjellicent
1907,Brandon May,US,4,1,4,1,1 - 4 - 1 drop,38.89,48.3,charizardpidgeot
1908,Nicole Salubre,CA,4,1,4,1,1 - 4 - 1 drop,38.89,48.1,charizardpidgeot
1909,Rob Sistare,US,4,0,4,4,0 - 4 - 4,38.57,46.58,dragapultdusknoir
1910,Timéo Beschemin,CA,4,1,4,1,1 - 4 - 1 drop,38.19,46.26,grimmsnarlfroslass
1911,evan fraser,CA,4,1,3,1,1 - 3 - 1 drop,38.0,47.6,dipplinthwackey
1912,Steven Salines,CA,4,1,3,1,1 - 3 - 1 drop,37.0,46.98,alakazamdudunsparce
1913,Andrew Greenhalgh,CA,4,1,3,1,1 - 3 - 1 drop,37.0,45.0,dragapultdusknoir
1914,Alyssa Conforti,CA,4,1,3,1,1 - 3 - 1 drop,37.0,43.7,gholdengolunatone
1915,Alain Trépanier,CA,4,1,5,1,1 - 5 - 1 drop,36.73,49.31,substitute
1916,Alexandre Brillon,CA,4,1,5,1,1 - 5 - 1 drop,36.43,43.57,charizardnoctowl
1917,minick stone,US,4,1,6,1,1 - 6 - 1,36.1,44.74,tsareena
1918,Gabriel Sasseville,CA,4,1,3,1,1 - 3 - 1 drop,36.0,49.0,substitute
1919,Justin Lim,CA,4,1,5,1,1 - 5 - 1 drop,35.71,48.62,porygon-z
1920,Marc-André Lamothe,CA,4,1,3,1,1 - 3 - 1 drop,35.0,50.05,gholdengo
1921,Vincent LaBarba,US,4,1,3,1,1 - 3 - 1 drop,33.0,45.8,absol-megakangaskhan-mega
1922,Emma-Rose Gadde,CA,4,1,3,1,1 - 3 - 1 drop,33.0,43.8,lucario-megahariyama
1923,Rob Petrach III,US,4,1,3,1,1 - 3 - 1 drop,31.0,46.4,flareonnoctowl
1924,Don Reslock,US,3,1,2,0,1 - 2 - 0 drop,66.67,48.15,gardevoirjellicent
1925,Kevin Chen,CA,3,1,3,0,1 - 3 - 0 drop,65.63,51.56,alakazamdudunsparce
1926,Leon Lai,CA,3,1,3,0,1 - 3 - 0 drop,65.63,47.66,joltikpikachu
1927,Andrew Huynh,CA,3,1,3,0,1 - 3 - 0 drop,65.63,46.09,gholdengolunatone
1928,Jonathan Paul Cruz,CA,3,1,3,0,1 - 3 - 0 drop,65.63,44.53,charizardnoctowl
1929,Nick Mangano,US,3,1,2,0,1 - 2 - 0 drop,63.89,50.0,gholdengolunatone
1930,Aidan Khus,US,3,1,3,0,1 - 3 - 0 drop,62.5,46.09,gardevoirjellicent
1931,Joseph Myerscough,CA,3,1,3,0,1 - 3 - 0 drop,62.5,44.53,gholdengolunatone
1932,Kevin Deitche,US,3,1,4,0,1 - 4 - 0 drop,60.0,46.6,charizardnoctowl
1933,Maxime Michaud,CA,3,1,3,0,1 - 3 - 0 drop,59.38,47.66,dragapultdusknoir
1934,Maliq Bell-Brown,US,3,1,3,0,1 - 3 - 0 drop,59.38,45.66,gholdengolunatone
1935,Aiden Casey,US,3,1,3,0,1 - 3 - 0 drop,59.38,45.31,gholdengolunatone
1936,Zach Steele,US,3,1,3,0,1 - 3 - 0 drop,59.38,41.41,gardevoir
1937,Zachary Boake,CA,3,1,2,0,1 - 2 - 0 drop,58.33,44.44,lopunny-megadusknoir
1938,Alex Parsons,CA,3,1,2,0,1 - 2 - 0 drop,58.33,44.44,gholdengolunatone
1939,Anthony Le,CA,3,1,2,0,1 - 2 - 0 drop,58.33,38.89,dragapultdusknoir
1940,Andreya Dunks,US,3,1,2,0,1 - 2 - 0 drop,58.33,37.04,charizardnoctowl
1941,Darian Stigall,US,3,1,4,0,1 - 4 - 0 drop,58.0,46.8,hydrappleogerpon
1942,Jordan LeClair,CA,3,1,4,0,1 - 4 - 0 drop,58.0,43.8,gholdengolunatone
1943,Matthew Woloszanskyj,CA,3,1,5,0,1 - 5 - 0 drop,56.94,46.62,joltikpikachu
1944,Jimmy Huynh,CA,3,1,3,0,1 - 3 - 0 drop,56.25,52.17,gholdengolunatone
1945,Bryson Hunt,CA,3,1,3,0,1 - 3 - 0 drop,56.25,49.74,gholdengolunatone
1946,Joshua Berube,CA,3,1,3,0,1 - 3 - 0 drop,56.25,49.22,noctowlogerpon-wellspring
1947,Stephen Krieg,CA,3,1,3,0,1 - 3 - 0 drop,56.25,49.22,gardevoir
1948,Lance Bradshaw,US,3,1,3,0,1 - 3 - 0 drop,56.25,48.44,dragapultdusknoir
1949,William Doremus,US,3,1,3,0,1 - 3 - 0 drop,56.25,48.26,gholdengolunatone
1950,Josh Taylor,US,3,1,3,0,1 - 3 - 0 drop,56.25,47.66,joltikpikachu
1951,Noah Nicorvo,US,3,1,3,0,1 - 3 - 0 drop,56.25,47.66,sharpedo-megatoxtricity
1952,Darius Hamlet,CA,3,1,3,0,1 - 3 - 0 drop,56.25,46.88,gardevoirjellicent
1953,Pavithran Kumarathasan,CA,3,1,3,0,1 - 3 - 0 drop,56.25,46.09,garchomp
1954,Gabrielle Hawkins,US,3,1,3,0,1 - 3 - 0 drop,56.25,46.09,grimmsnarlfroslass
1955,Max Ye,CA,3,1,3,0,1 - 3 - 0 drop,56.25,46.09,gardevoir
